mal_id,title,title_english,type,source,episodes,status,airing,rating,score,scored_by,rank,popularity,members,favorites,synopsis,year,genres,studios,url
53672,Violet Evergarden: Recollections,Violet Evergarden: Recollections,Special,Light novel,1.0,Finished Airing,False,PG-13 - Teens 13 or older,8.4,15799,228.0,3732,45841,175,Recap of Violet Evergarden.,,Drama,Kyoto Animation,https://myanimelist.net/anime/53672/Violet_Evergarden__Recollections
36275,Natsume Yuujinchou Roku Specials,Natsume's Book of Friends Season 6 Specials,Special,Manga,2.0,Finished Airing,False,PG-13 - Teens 13 or older,8.4,24217,226.0,3421,53656,81,"Suzunaru no Kirikabu
On a hot summer day, Takashi Natsume and his feline companion Madara take a walk to buy jelly. Suddenly a truck passes the two, running over an old, masked man who asks Natsume for help. The mysterious individual turns out to be a youkai, the spirit of the Suzunaru tree that was recently hit by lightning and cut down. As the tree withers away, the youkai requests Natsume to fulfill his one final wish: to bring him water every day until he draws his last breath.

Mugen no Kakera
Tamami, a young schoolgirl, counts her steps through a forest, following instructions on a piece of paper. She stops to take a break and falls asleep but is awakened by an odd talking cat. Through meeting the cat and his human partner, Natsume, she learns that the forest has its own separate world from the contemporary, where one can see things otherwise invisible. Putting her trust in the duo, Tamami tells them about the story of how she helped a white owl that reappeared in her dreams to lead her back inside the bizarre forest.

[Written by MAL Rewrite]",,"Slice of Life, Supernatural",Shuka,https://myanimelist.net/anime/36275/Natsume_Yuujinchou_Roku_Specials
35851,Sayonara no Asa ni Yakusoku no Hana wo Kazarou,Maquia: When the Promised Flower Blooms,Movie,Original,1.0,Finished Airing,False,PG-13 - Teens 13 or older,8.4,215212,227.0,522,489180,8460,"Maquia is a member of a special race called the Iorph—mystical beings who can live for hundreds of years and remain separate from the lives and daily troubles of mankind. However, Maquia has always felt lonely despite being surrounded by her people, as she was orphaned from a young age. She daydreams about the outside world, but dares not travel from her home due to the warnings of the clan's chief.

One day however, the outside world finds her, as the power-hungry kingdom of Mezarte invades her homeland. They already have what is left of the giant dragons, the Renato, under their control, and now their king wishes to add the immortality of the Iorph to his bloodline.

The humans and their Renato ravage the Iorph homeland and kill most of its inhabitants. Caught in the midst of the attack, Maquia is carried off by one of the Renato that has gone berserk. It soon dies, and she is left deserted in a forest far from home, now truly alone save for the cries of a single baby off in the distance. Maquia finds the baby in a destroyed village and decides to raise him as her own, naming him Ariel. Although she knows nothing of the human world, how to raise a child that ages much faster than her, or how to live with the smoldering loneliness inside, she is determined to make it all work somehow.

[Written by MAL Rewrite]",,"Drama, Fantasy",P.A. Works,https://myanimelist.net/anime/35851/Sayonara_no_Asa_ni_Yakusoku_no_Hana_wo_Kazarou
30709,Kamisama Hajimemashita: Kako-hen,,OVA,Manga,4.0,Finished Airing,False,PG-13 - Teens 13 or older,8.4,90808,224.0,1485,183798,1117,"While playing in the snow one day at her shrine, the land god Nanami Momozono witnesses her familiar—the fox youkai Tomoe—collapse, with dark markings appearing on his body. Tomoe's former master, Lord Mikage, appears after his long absence and places Tomoe into a magical pocket mirror in order to stave off his ailment.

Mikage explains that long ago, before he and Tomoe had met, the fox youkai was in love with a human woman. Seeking to live as a human with his beloved, he made a deal with a fallen god, but he only ended up cursed and dying. When Mikage discovered Tomoe, the god made the youkai forget his human love as a quick solution. However, something has changed recently to reactivate the curse; Tomoe has fallen in love with his new human master, Nanami. Since there is no way to stop the curse, Nanami wants to stop Tomoe from getting cursed in the first place by traveling back through time, even if it means they may never meet. As Nanami travels back hundreds of years to save her precious familiar, she discovers that she is far more closely bonded to Tomoe than she previously thought.

[Written by MAL Rewrite]",,"Comedy, Romance, Supernatural",TMS Entertainment,https://myanimelist.net/anime/30709/Kamisama_Hajimemashita__Kako-hen
38040,Kono Subarashii Sekai ni Shukufuku wo! Movie: Kurenai Densetsu,KonoSuba: God's Blessing on This Wonderful World! - Legend of Crimson,Movie,Light novel,1.0,Finished Airing,False,PG-13 - Teens 13 or older,8.4,555325,225.0,241,877178,5052,"It is not strange that the Demon Lord's forces fear the Crimson Demons, the clan from which Megumin and Yunyun originate. Even if the Demon Lord's generals attack their village, the Crimson Demons can just easily brush them off with their supreme mastery of advanced and overpowered magic.

When Yunyun receives a seemingly serious letter regarding a potential disaster coming to her hometown, she immediately informs Kazuma Satou and the rest of his party. After a series of wacky misunderstandings, it turns out to be a mere prank by her fellow demon who wants to be an author. Even so, Megumin becomes worried about her family and sets out toward the Crimson Demons' village with the gang.

There, Kazuma and the others decide to sightsee the wonders of Megumin's birthplace. However, they soon come to realize that the nonsense threat they received might have been more than just a joke.

[Written by MAL Rewrite]",,"Adventure, Comedy, Fantasy",J.C.Staff,https://myanimelist.net/anime/38040/Kono_Subarashii_Sekai_ni_Shukufuku_wo_Movie__Kurenai_Densetsu
37999,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,Kaguya-sama: Love is War,TV,Manga,12.0,Finished Airing,False,PG-13 - Teens 13 or older,8.4,1202136,223.0,51,1919471,42220,"At the renowned Shuchiin Academy, Miyuki Shirogane and Kaguya Shinomiya are the student body's top representatives. Ranked the top student in the nation and respected by peers and mentors alike, Miyuki serves as the student council president. Alongside him, the vice president Kaguya—eldest daughter of the wealthy Shinomiya family—excels in every field imaginable. They are the envy of the entire student body, regarded as the perfect couple.

However, despite both having already developed feelings for the other, neither are willing to admit them. The first to confess loses, will be looked down upon, and will be considered the lesser. With their honor and pride at stake, Miyuki and Kaguya are both equally determined to be the one to emerge victorious on the battlefield of love!

[Written by MAL Rewrite]",2019.0,"Comedy, Romance",A-1 Pictures,https://myanimelist.net/anime/37999/Kaguya-sama_wa_Kokurasetai__Tensai-tachi_no_Renai_Zunousen
55888,Mushoku Tensei II: Isekai Ittara Honki Dasu Part 2,Mushoku Tensei: Jobless Reincarnation Season 2 Part 2,TV,Light novel,12.0,Finished Airing,False,R - 17+ (violence & profanity),8.39,320010,233.0,445,556073,4583,"Following the faceless god Hitogami's advice seems to have worked wonders for Rudeus Greyrat. After enrolling into the University of Magic as he was told, Rudeus reunites with his childhood friend Sylphiette, who put a valiant effort into curing his condition. The two grow ever closer together and decide to host a wedding party, inviting the friends they have made over the years to announce and formalize their relationship.

For all his recent blessings, however, Rudeus' troubles are far from over. The research he is helping Shizuka Nanahoshi conduct hits a bottleneck, sending her into a deep slump much like he experienced in his previous life. Furthermore, a letter from his father, Paul, brings complications to Rudeus' relationships, and Sylphiette still knows next to nothing about his real background. In the face of these issues, Rudeus will have to apply the lessons he has learned in this new world to navigate through the challenges that come with living a life to its fullest.

[Written by MAL Rewrite]",2024.0,"Adventure, Drama, Fantasy, Ecchi",Studio Bind,https://myanimelist.net/anime/55888/Mushoku_Tensei_II__Isekai_Ittara_Honki_Dasu_Part_2
37515,Made in Abyss Movie 2: Hourou Suru Tasogare,Made in Abyss: Wandering Twilight,Movie,Web manga,1.0,Finished Airing,False,R - 17+ (violence & profanity),8.39,68582,231.0,1645,162890,292,"The movie is a compilation of episodes 9-13 of the 2017 television series. Riko and Reg descend to the third layer where Riko has her first experience of the Curse. They descend to the fourth layer where Riko's arm is injured by an Orbed Piercer and Reg tries to save her. Nanachi comes to their aid and saves Riko's poisoned arm. In return Nanachi asks Reg to kill her immortal companion Mitty. Nanachi then joins Riko and Reg in their quest to reach the bottom of the Abyss.

(Source: Wikipedia)",,"Adventure, Drama, Fantasy, Mystery, Sci-Fi",Kinema Citrus,https://myanimelist.net/anime/37515/Made_in_Abyss_Movie_2__Hourou_Suru_Tasogare
4921,Ramayana: The Legend of Prince Rama,Ramayana: The Legend of Prince Rama,Movie,Other,1.0,Finished Airing,False,G - All Ages,8.39,7155,229.0,6070,15120,226,"Rama, the eldest prince of the Kingdom of Ayodhya, is beloved by all and the natural successor to his father's throne. However, when one of his father's wives conspires to get her son on the throne instead, Rama ends up being banished into the woods for 14 years. Accompanied by his wife, Sita, and his brother, Lakshman—Rama tries to make the most of life in exile despite his challenges.

The trio's life in the forest is interrupted, however, when Demon King Ravan sets his sights on Sita. Using a crafty plan, he manages to distract Rama and steal Sita away to his castle. Heartbroken and distraught, Rama searches every corner of the world for his wife, unaware of the lengths he will have to go to rescue her.

[Written by MAL Rewrite]",,Adventure,Nippon Ramayana Film,https://myanimelist.net/anime/4921/Ramayana__The_Legend_of_Prince_Rama
35557,Houseki no Kuni,Land of the Lustrous,TV,Manga,12.0,Finished Airing,False,PG-13 - Teens 13 or older,8.39,218154,230.0,493,513746,14931,"In the mysterious future, crystalline organisms called Gems inhabit a world that has been destroyed by six meteors. Each Gem is assigned a role in order to fight against the Lunarians, a species who attacks them in order to shatter their bodies and use them as decorations.

Phosphophyllite, also known as Phos, is a young and fragile Gem who dreams of helping their friends in the war effort. Instead, they are told to compile an encyclopedia because of their delicate condition. After begrudgingly embarking on this task, Phos meets Cinnabar, an intelligent gem who has been relegated to patrolling the isolated island at night because of the corrosive poison their body creates. After seeing how unhappy Cinnabar is, Phos decides to find a role that both of the rejected Gems can enjoy. Houseki no Kuni follows Phos' efforts to be useful and protect their fellow Gems.

[Written by MAL Rewrite]",2017.0,"Action, Drama, Fantasy, Mystery",Orange,https://myanimelist.net/anime/35557/Houseki_no_Kuni
5028,Major S5,,TV,Manga,25.0,Finished Airing,False,PG-13 - Teens 13 or older,8.39,43736,232.0,2811,75650,645,"The Baseball World Cup is nearing, and Gorou Honda is eager to represent his country. However, one small problem stands in his way: the team roster has already been selected, and he is not a part of it.

Nonetheless, Gorou remains adamant to join. He becomes a practice pitcher for the Japanese national team, hoping to demonstrate his incredible speed and skills to the team's manager. Fortunately, Gorou is given the chance to prove his worth: he must show an impressive performance in the upcoming practice match involving the veteran Japanese team and the young players who hope to replace them.

The World Cup will bring together some of the strongest players from around the globe. It will also set the stage for Gorou's long-awaited showdown with his longtime rival, Joe Gibson.

[Written by MAL Rewrite]",2009.0,Sports,SynergySP,https://myanimelist.net/anime/5028/Major_S5
56523,Tunshi Xingkong 3rd Season,Swallowed Star 3rd Season,ONA,Web novel,33.0,Finished Airing,False,PG-13 - Teens 13 or older,8.38,2364,238.0,9463,4975,45,Third season of Tunshi Xingkong.,,"Action, Adventure, Fantasy, Sci-Fi",Sparkly Key Animation Studio,https://myanimelist.net/anime/56523/Tunshi_Xingkong_3rd_Season
53236,Road of Naruto,Road of Naruto,PV,Manga,1.0,Finished Airing,False,PG-13 - Teens 13 or older,8.38,22622,,4078,38856,112,"In celebration of 20 years of Naruto, Studio Pierrot posted an anniversary PV on their YouTube channel. The PV is a compilation of newly reworked scenes from Naruto containing new animation.",,"Action, Fantasy",Studio Pierrot,https://myanimelist.net/anime/53236/Road_of_Naruto
37965,Kaze ga Tsuyoku Fuiteiru,Run with the Wind,TV,Novel,23.0,Finished Airing,False,PG-13 - Teens 13 or older,8.38,150399,235.0,830,332735,6511,"Former ace runner of Sendai Josei High School, Kakeru Kurahara is chased away from a convenience store for shoplifting. Shaking off his pursuer, he runs into Haiji Kiyose, another student from his university. Haiji is impressed by Kakeru's agility and persuades him to live in Chikusei-sou, the run-down apartment where Haiji resides along with eight other students. Having lost his entire apartment deposit at a mahjong parlor, Kakeru accepts the offer reluctantly.

However, Haiji reveals a secret during Kakeru's welcoming party: the apartment is actually the dormitory of the Kansei University Track Club. He unveils his ultimate goal of participating in the Hakone Ekiden—one of the most prominent university marathon relay races in Japan. Unfortunately, all the residents apart from Haiji and Kakeru are complete running novices. Worse still, none of the inhabitants are even remotely interested in being involved with Haiji's ridiculous plan! With only months before the deadline, will the fourth-year student be able to convince them otherwise and realize his elusive dream of running in the Hakone Ekiden?

[Written by MAL Rewrite]",2018.0,"Drama, Sports",Production I.G,https://myanimelist.net/anime/37965/Kaze_ga_Tsuyoku_Fuiteiru
46095,Vivy: Fluorite Eye's Song,Vivy -Fluorite Eye's Song-,TV,Original,13.0,Finished Airing,False,R - 17+ (violence & profanity),8.38,270438,239.0,409,602496,11481,"When highly evolved AIs set out to eradicate mankind, the carnage that ensues fills the air with the stench of fresh blood and burning bodies. In a desperate bid to prevent the calamity from ever occurring, a scientist bets everything on a remnant from the past.

Turning the clock back a hundred years, AIs are already an integral part of human society, programmed with specific missions meant to be carried out for their entire course of operation. Vivy, the first ever autonomous AI, is a songstress tasked with spreading happiness through her voice. In a theme park where she hardly ever gets a proper audience, she strives to pour her heart out into her performances, bound to repeat it day after day—that is, until an advanced AI from the future appears before her and enlists her help in stopping a devastating war a hundred years in the making. With no time to process the revelation that flips her world upside down, Vivy is catapulted into a century-long journey to avert the violent history yet to come.

[Written by MAL Rewrite]",2021.0,"Action, Sci-Fi, Suspense",Wit Studio,https://myanimelist.net/anime/46095/Vivy__Fluorite_Eyes_Song
11979,Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari,Puella Magi Madoka Magica the Movie Part 2: Eternal,Movie,Original,1.0,Finished Airing,False,PG-13 - Teens 13 or older,8.38,107672,237.0,1269,219048,1105,"Though Sayaka Miki's wish was fulfilled, the unforeseen consequences that came with it overwhelm her, causing her soul gem to become tainted as she succumbs to despair and eventually loses her humanity. Homura Akemi reveals to Kyouko Sakura and Madoka Kaname the ultimate fate of magical girls: once their soul gem becomes tainted, it transforms into a Grief Seed, and they are reborn as witches—a truth Homura learned only through repeating history countless times in a bid to prevent Madoka's tragedy.

Kyuubey only compounds their despair when he confesses his true intentions: to harness the energy created from magical girls and use it to prolong the life of the universe. As the threat of Walpurgisnacht, a powerful witch, looms overhead, Homura once again vows to protect Madoka and the world from a grim fate.

Caught between honoring Homura's wish and saving the world, which one will Madoka choose in the end?
Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari is a story of inescapable destiny, and an unlikely hero who could change it all.

[Written by MAL Rewrite]",,"Drama, Suspense",Shaft,https://myanimelist.net/anime/11979/Mahou_Shoujo_Madoka★Magica_Movie_2__Eien_no_Monogatari
40787,Josee to Tora to Sakana-tachi,"Josee, the Tiger and the Fish",Movie,Novel,1.0,Finished Airing,False,PG-13 - Teens 13 or older,8.38,271486,234.0,483,520945,7118,"Equipped with his passion for diving and admiration for marine biology, university student Tsuneo Suzukawa tries his best to juggle several part-time jobs to earn enough money to study abroad. But one night, in a fateful accident, he meets a girl in a wheelchair, driving his current path into a detour.

The girl, Kumiko—who prefers to be called ""Josee""—initially comes off as rude. Tsuneo, however, is then convinced by Josee's grandmother to take on the paid job to be Josee's caretaker. Despite being annoyed with her bossy demeanor, Tsuneo sees the opportunity to save more funds to support his academic dream. Nonetheless, after putting up with Josee's behavior for some time, Tsuneo tries to quit, only to discover Josee's dreams of traversing the outside world—to experience a life free from her crippling condition.

Changing his mind, Tsuneo decides to accompany Josee in exploring the wonders that the world has to offer. Through their time together, the two begin to realize that the traits that bind them may be vital toward fulfilling their respective aspirations.

[Written by MAL Rewrite]",,"Drama, Romance",Bones,https://myanimelist.net/anime/40787/Josee_to_Tora_to_Sakana-tachi
9756,Mahou Shoujo Madoka★Magica,Puella Magi Madoka Magica,TV,Original,12.0,Finished Airing,False,PG-13 - Teens 13 or older,8.38,811242,236.0,104,1398227,59912,"Madoka Kaname and Sayaka Miki are regular middle school girls with regular lives, but all that changes when they encounter Kyuubey, a cat-like magical familiar, and Homura Akemi, the new transfer student.

Kyuubey offers them a proposition: he will grant any one of their wishes and in exchange, they will each become a magical girl, gaining enough power to fulfill their dreams. However, Homura Akemi, a magical girl herself, urges them not to accept the offer, stating that everything is not what it seems.

A story of hope, despair, and friendship, Mahou Shoujo Madoka★Magica deals with the difficulties of being a magical girl and the price one has to pay to make a dream come true.

[Written by MAL Rewrite]",2011.0,"Award Winning, Drama, Suspense",Shaft,https://myanimelist.net/anime/9756/Mahou_Shoujo_Madoka★Magica
50183,Blue Giant,Blue Giant,Movie,Manga,1.0,Finished Airing,False,PG-13 - Teens 13 or older,8.38,17425,240.0,3656,47478,477,"Ever since a fateful encounter with jazz music, Dai Miyamoto has dreamed of becoming the world's best jazz saxophonist. After only three years of playing the instrument, he makes the bold decision to move to Tokyo in order to break into the music scene.

When he meets pianist Yukinori Sawabe at a small music club, Dai believes that he has found a kindred spirit he can form a band with. However, the classically trained Yukinori is reluctant to accept someone who makes such bold claims with so little experience under his belt. Yet, when he hears Dai's undeniable skill, Yukinori is forced to accept the offer.

Along with the even less experienced Shunji Tamada, the trio form JASS, a group with a unique sound that might just be able to shake up the stagnating jazz scene.

[Written by MAL Rewrite]",,,Nut,https://myanimelist.net/anime/50183/Blue_Giant
32366,Gintama°: Aizome Kaori-hen,Gintama: Love Incense Arc,OVA,Manga,2.0,Finished Airing,False,PG-13 - Teens 13 or older,8.38,48857,242.0,2487,92541,144,"The red-light district, Yoshiwara, is suddenly taken over by ""Aizen Kou,"" an incense that has the ability to make anyone fall in love with the first person they see. Having been outlawed for its strong potency, the love drug was thought to have disappeared from the red-light district for good; however, it seems to have found its way back inside Yoshiwara's walls and now has the entire district under its influence.

Of those affected is the cold-hearted Hyakka captain, Tsukuyo, and the first person she sees after inhaling the smoke is none other than the brazen Yorozuya leader, Gintoki Sakata. Unbeknownst to everyone else though, she was already attracted to Gintoki. With those hidden feelings now intensified, Tsukuyo must overcome her afflictions and work with the Yorozuya to return everyone back to normal.

[Written by MAL Rewrite]",,Comedy,Bandai Namco Pictures,https://myanimelist.net/anime/32366/Gintama°__Aizome_Kaori-hen
5,Cowboy Bebop: Tengoku no Tobira,Cowboy Bebop: The Movie,Movie,Original,1.0,Finished Airing,False,R - 17+ (violence & profanity),8.38,230687,241.0,654,408768,1773,"Another day, another bounty—such is the life of the often unlucky crew of the Bebop. However, this routine is interrupted when Faye, who is chasing a fairly worthless target on Mars, witnesses an oil tanker suddenly explode, causing mass hysteria. As casualties mount due to a strange disease spreading through the smoke from the blast, a whopping three hundred million woolong price is placed on the head of the supposed perpetrator.

With lives at stake and a solution to their money problems in sight, the Bebop crew springs into action. Spike, Jet, Faye, and Edward, followed closely by Ein, split up to pursue different leads across Alba City. Through their individual investigations, they discover a cover-up scheme involving a pharmaceutical company, revealing a plot that reaches much further than the ragtag team of bounty hunters could have realized.

[Written by MAL Rewrite]",,"Action, Sci-Fi",Bones,https://myanimelist.net/anime/5/Cowboy_Bebop__Tengoku_no_Tobira
56524,Tunshi Xingkong 4th Season,Swallowed Star 4th Season,ONA,Web novel,175.0,Currently Airing,True,PG-13 - Teens 13 or older,8.37,2038,249.0,8976,5756,153,Fourth season of Tunshi Xingkong.,,"Action, Adventure, Fantasy, Sci-Fi",Sparkly Key Animation Studio,https://myanimelist.net/anime/56524/Tunshi_Xingkong_4th_Season
55318,Medalist,,TV,Manga,13.0,Finished Airing,False,PG-13 - Teens 13 or older,8.37,35832,247.0,2600,85964,613,"Tsukasa Akeuraji always dreamed of becoming a competitive solo figure skater, but starting too late in life meant his ambitions never got off the ground. Now barely scraping by, he takes on an assistant coach job, resigned to a future far from the one he once imagined.

Before his first day, Tsukasa meets Inori Yuitsuka, a shy fifth grader sneaking into the rink to practice. Captivated by figure skating, but held back by her mother's overprotectiveness and her own self-doubt, Inori has never been encouraged to pursue her passion until she encounters Tsukasa. Beneath her personality lies great potential, waiting to be unlocked with the right guidance.

Moved by Inori's determination to change and reminded of his own struggles, Tsukasa offers to coach and help her chase the dream she has been too afraid to voice. While the road ahead is long and filled with unfamiliar challenges and rival skaters, Inori dedicates herself to the art and strives to one day reach the Olympics and become a medalist.

[Written by MAL Rewrite]",2025.0,"Drama, Sports",ENGI,https://myanimelist.net/anime/55318/Medalist
31646,3-gatsu no Lion,March Comes In Like a Lion,TV,Manga,22.0,Finished Airing,False,PG-13 - Teens 13 or older,8.37,299391,243.0,317,729509,16377,"Having reached professional status in middle school, Rei Kiriyama is one of the few elite in the world of shogi. Due to this, he faces an enormous amount of pressure, both from the shogi community and his adoptive family. Seeking independence from his tense home life, he moves into an apartment in Tokyo. As a 17-year-old living on his own, Rei tends to take poor care of himself, and his reclusive personality ostracizes him from his peers in school and at the shogi hall.

However, not long after his arrival in Tokyo, Rei meets Akari, Hinata, and Momo Kawamoto, a trio of sisters living with their grandfather who owns a traditional wagashi shop. Akari, the oldest of the three girls, is determined to combat Rei's loneliness and poorly sustained lifestyle with motherly hospitality. The Kawamoto sisters, coping with past tragedies, also share with Rei a unique familial bond that he has lacked for most of his life. As he struggles to maintain himself physically and mentally through his shogi career, Rei must learn how to interact with others and understand his own complex emotions.

[Written by MAL Rewrite]",2016.0,Drama,Shaft,https://myanimelist.net/anime/31646/3-gatsu_no_Lion
48561,Jujutsu Kaisen 0 Movie,Jujutsu Kaisen 0,Movie,Manga,1.0,Finished Airing,False,R - 17+ (violence & profanity),8.37,769004,246.0,134,1228111,11099,"Violent misfortunes frequently occur around 16-year-old Yuuta Okkotsu, a timid victim of high school bullying. Yuuta is saddled with a monstrous curse, a power that dishes out brutal revenge against his bullies. Rika Orimoto, Yuuta's curse, is a shadow from his tragic childhood and a potentially lethal threat to anyone who dares wrong him.

Yuuta's unique situation catches the attention of Satoru Gojou, a powerful sorcerer who teaches at Tokyo Prefectural Jujutsu High School. Gojou sees immense potential in Yuuta, and he hopes to help the boy channel his deadly burden into a force for good. Yet Yuuta struggles to find his place among his talented classmates: the selectively mute Toge Inumaki, weapons expert Maki Zenin, and Panda.

Yuuta clumsily utilizes Rika on missions with the other first-year students, but the grisly aftermath of Rika's tremendous displays of power draws the interest of the calculating curse user Suguru Getou. As Getou strives to claim Rika's strength and use it to eliminate all non-jujutsu users from the world, Yuuta fights alongside his friends to stop the genocidal plot.

[Written by MAL Rewrite]",,"Action, Supernatural",MAPPA,https://myanimelist.net/anime/48561/Jujutsu_Kaisen_0_Movie
38883,Haikyuu!! To the Top,Haikyu!! To the Top,TV,Manga,13.0,Finished Airing,False,PG-13 - Teens 13 or older,8.37,642343,245.0,174,1042355,5531,"After their triumphant victory over Shiratorizawa Academy, the Karasuno High School volleyball team has earned their long-awaited ticket to nationals. As preparations begin, genius setter Tobio Kageyama is invited to the All-Japan Youth Training Camp to play alongside fellow nationally recognized players. Meanwhile, Kei Tsukishima is invited to a special rookie training camp for first-years within the Miyagi Prefecture. Not receiving any invitations himself, the enthusiastic Shouyou Hinata feels left behind.

However, Hinata does not back down. Transforming his frustration into self-motivation, he boldly decides to sneak himself into the same rookie training camp as Tsukishima. Even though Hinata only lands himself a job as the ball boy, he comes to see this as a golden opportunity. He begins to not only reflect on his skills as a volleyball player but also analyze the plethora of information available on the court and how he can apply it.

As the much-anticipated national tournament approaches, the members of Karasuno's volleyball team attempt to overcome their weak points and refine their skills, all while aiming for the top!

[Written by MAL Rewrite]",2020.0,Sports,Production I.G,https://myanimelist.net/anime/38883/Haikyuu_To_the_Top
14397,Chihayafuru 2,,TV,Manga,25.0,Finished Airing,False,PG-13 - Teens 13 or older,8.37,137833,244.0,1106,251727,1659,"Chihaya Ayase is obsessed with developing her school's competitive karuta club, nursing daunting ambitions like winning the national team championship at the Omi Jingu and becoming the Queen, the best female karuta player in Japan—and in extension, the world. As their second year of high school rolls around, Chihaya and her fellow teammates must recruit new members, train their minds and bodies alike, and battle the formidable opponents that stand in their way to the championship title. Meanwhile, Chihaya's childhood friend, Arata Wataya, the prodigy who introduced her to karuta, rediscovers his lost love for the old card game.

[Written by MAL Rewrite]",2013.0,"Drama, Romance, Sports",Madhouse,https://myanimelist.net/anime/14397/Chihayafuru_2
38475,Yuru Camp△ Movie,Laid-Back Camp: The Movie,Movie,Manga,1.0,Finished Airing,False,PG-13 - Teens 13 or older,8.37,34888,250.0,2460,93777,472,"As time marches forward, Rin Shima, Nadeshiko Kagamihara, and their friends have grown into full-fledged adults. Now with careers and responsibilities, they can no longer freely spend their days camping and adventuring. However, Chiaki Oogaki, who currently works for the Yamanashi Tourism Organization, reunites the group as she comes up with an exciting proposal—to build a campground together to revitalize an abandoned patch of land from their homeplace, the Yamanashi Prefecture.

Motivated by this ambitious project, the girls combine their efforts to create an environment where future generations can enjoy unique moments as they once did, all while reminiscing the charms of camping from their high school days.

[Written by MAL Rewrite]",,Slice of Life,C-Station,https://myanimelist.net/anime/38475/Yuru_Camp△_Movie
30,Shinseiki Evangelion,Neon Genesis Evangelion,TV,Original,26.0,Finished Airing,False,PG-13 - Teens 13 or older,8.37,1201625,248.0,45,2007001,116733,"Fifteen years after a cataclysmic event known as the Second Impact, the world faces a new threat: monstrous celestial beings called Angels invade Tokyo-3 one by one. Mankind is unable to defend themselves against the Angels despite utilizing their most advanced munitions and military tactics. The only hope for human salvation rests in the hands of NERV, a mysterious organization led by the cold Gendou Ikari. NERV operates giant humanoid robots dubbed ""Evangelions"" to combat the Angels with state-of-the-art advanced weaponry and protective barriers known as Absolute Terror Fields.

Years after being abandoned by his father, Shinji Ikari, Gendou's 14-year-old son, returns to Tokyo-3. Shinji undergoes a perpetual internal battle against the deeply buried trauma caused by the loss of his mother and the emotional neglect he suffered at the hands of his father. Terrified to open himself up to another, Shinji's life is forever changed upon meeting 29-year-old Misato Katsuragi, a high-ranking NERV officer who shows him a free-spirited maternal kindness he has never experienced.

A devastating Angel attack forces Shinji into action as Gendou reveals his true motive for inviting his son back to Tokyo-3: Shinji is the only child capable of efficiently piloting Evangelion Unit-01, a new robot that synchronizes with his biometrics. Despite the brutal psychological trauma brought about by piloting an Evangelion, Shinji defends Tokyo-3 against the angelic threat, oblivious to his father's dark machinations.

[Written by MAL Rewrite]",1995.0,"Avant Garde, Award Winning, Drama, Sci-Fi, Suspense","Gainax, Tatsunoko Production",https://myanimelist.net/anime/30/Shinseiki_Evangelion
55102,Girls Band Cry,,TV,Original,13.0,Finished Airing,False,PG-13 - Teens 13 or older,8.36,52901,256.0,1935,132916,3096,"Everyone yearns to find their true purpose in life. This is also true for Nina Iseri, a 17-year-old girl looking to enroll in a good university, but the world always seems to work against her. On her very first day in Tokyo, she gets lost, ignored, and locked out of her new apartment. However, an unexpected opportunity arises when Nina meets Momoka Kawaragi, one of her favorite guitarists.

After Nina joins Momoka for a street performance, Momoka decides they should start a band together. While Nina initially hesitates, her determination grows as they start acquiring more bandmates—the beautiful drummer Subaru Awa, the aloof keyboardist Tomo Ebizuka, and the intelligent bassist Rupa. The five girls face challenges both in the music industry and within themselves, but their shared passion for music never lets them give up on their dreams.

[Written by MAL Rewrite]",2024.0,Drama,Toei Animation,https://myanimelist.net/anime/55102/Girls_Band_Cry
9617,K-On! Movie,K-ON! The Movie,Movie,4-koma manga,1.0,Finished Airing,False,PG-13 - Teens 13 or older,8.36,208327,258.0,763,353402,3011,"Graduation looms for the founding members of the Light Music Club. With only a few precious weeks of school left, the girls decide to make the most of it and plan a trip abroad. Hawaii, New York, Dubai—many destinations are suggested, but after a little help from the club's precious pet turtle, Ton-chan, London is chosen as the host of their next misadventure!

Yui Hirasawa, Mio Akiyama, Tsumugi Kotobuki, Ritsu Tainaka, and Azusa Nakano will visit famous landmarks, perform live music for Londoners, and eat all sorts of delicious food, all while stumbling clumsily from place to place. But the fun won't last forever, as heartfelt songs and goodbyes will be made as their high school days together come to a close. One thing is for certain though: the undeniable friendships these girls have formed is something that will carry on long after the final scene rolls.

[Written by MAL Rewrite]",,"Award Winning, Comedy",Kyoto Animation,https://myanimelist.net/anime/9617/K-On_Movie
